Social Behaviour,ConflictResolution,MoralAlignment,Intelligence,Ambition,Loyalty,Leadership,RiskTaker,SenseOfHumor,Curiosity,Adaptibility,Cunning,Patience,House
['Extrovert'],['Confrontational'],['Idealist'],7.03,9.66,7.47,9.58,8.43,8.65,5.83,7.71,4.14,5.46,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.75,9.35,6.45,9.46,8.19,3.95,8.01,8.24,9.36,7.31,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.09,4.07,8.77,4.29,5.67,7.44,8.84,7.2,5.1,7.07,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.59,3.29,9.53,1.12,0.82,7.78,4.42,6.5,2.62,9.35,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.42,8.79,9.16,7.9,9.69,7.23,7.94,6.99,4.99,4.94,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.72,9.58,5.18,9.51,8.66,5.17,7.51,9.31,8.49,7.52,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.79,6.54,8.16,4.92,5.8,7.05,8.53,7.7,5.55,7.37,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.24,1.32,8.1,2.93,1.81,8.15,6.79,5.18,3.44,9.25,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.33,9.47,8.18,8.7,8.98,8.42,7.79,8.72,5.57,4.68,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.33,9.03,6.56,7.53,8.5,3.93,7.24,8.1,9.11,6.35,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.09,4.92,5.89,3.34,3.06,7.26,8.94,8.3,5.42,7.96,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.18,2.39,9.93,1.86,1.61,6.78,6.89,5.95,2.11,9.8,Hufflepuff
['Extrovert'],['Avoidant'],['Idealist'],7.28,9.2,7.38,8.72,9.31,7.79,6.75,7.76,4.04,4.79,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.25,9.14,4.96,7.19,7.01,4.23,6.53,8.15,9.5,7.06,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.35,6.2,9.23,4.6,5.01,6.74,9.89,7.98,5.63,7.46,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.09,6.45,9.91,0.2,4.08,7.86,4.53,7.57,3.43,9.53,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.21,9.05,8.84,6.63,7.7,9.37,5.21,7.05,4.09,4.37,Gryffindor
['Ambivert'],['Avoidant'],['Opportunist'],8.88,9.96,1.17,8.7,7.74,3.79,6.32,8.61,9.2,6.6,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.16,5.17,7.0,4.28,3.3,5.77,9.62,7.83,6.32,7.39,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],5.83,3.99,9.46,2.47,1.39,6.07,6.03,7.86,2.95,9.68,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.96,8.93,7.11,9.41,9.13,7.44,7.0,7.03,4.85,5.58,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.94,9.94,9.96,7.48,7.24,4.16,7.99,8.53,9.24,7.15,Slytherin
['Introvert'],['Confrontational'],['Realist'],9.76,6.66,7.67,3.61,5.38,6.39,9.48,8.72,5.05,7.68,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],5.11,4.51,8.69,1.1,4.06,7.85,5.57,6.19,2.76,9.94,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.06,9.77,9.22,6.04,9.62,9.47,6.82,7.73,4.01,5.28,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.68,9.83,3.11,8.62,8.93,3.16,6.02,8.91,8.45,6.34,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.9,4.24,9.2,4.96,4.81,7.39,8.53,7.99,5.46,7.31,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],1.31,2.38,9.18,0.16,0.2,7.12,4.54,5.41,2.45,9.07,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.66,9.62,6.21,5.51,8.65,8.63,6.31,8.56,5.8,5.2,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.28,9.04,4.57,8.25,8.32,5.54,6.98,8.29,9.14,7.45,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.97,3.54,6.44,4.01,3.17,7.22,8.41,7.04,5.54,7.4,Ravenclaw
['Introvert'],['Mediator'],['Realist'],3.26,5.43,8.86,2.01,2.46,7.99,4.98,7.86,3.54,9.68,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.9,8.46,9.79,5.92,7.34,8.72,5.73,8.02,4.46,5.79,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.6,9.22,4.23,9.47,7.31,3.45,8.38,8.99,9.35,7.15,Slytherin
['Introvert'],['Avoidant'],['Opportunist'],9.61,6.57,8.23,3.96,5.27,7.47,9.8,8.32,5.12,7.29,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],2.84,0.44,9.42,5.56,0.81,8.94,4.05,6.79,2.05,9.06,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.4,9.04,7.44,8.82,7.24,8.39,6.53,7.47,5.65,5.37,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.19,9.89,3.36,9.28,7.76,5.73,7.15,8.87,9.3,6.42,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.36,3.63,6.76,4.0,3.15,7.95,9.28,8.76,6.75,7.85,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.89,2.0,8.68,0.17,1.21,7.57,5.26,8.11,2.23,9.99,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.8,8.13,7.67,9.24,8.52,8.17,5.98,7.96,4.51,5.64,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.7,9.2,1.53,7.11,7.59,3.72,8.19,9.79,9.07,6.77,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.51,3.68,9.49,5.71,5.19,4.79,8.47,8.21,6.31,7.22,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.67,4.53,9.42,3.35,5.15,7.67,6.73,8.67,3.89,9.74,Hufflepuff
['Ambivert'],['Confrontational'],['Idealist'],7.1,8.74,8.25,8.85,9.89,8.49,5.49,8.9,4.53,5.68,Gryffindor
['Extrovert'],['Mediator'],['Opportunist'],7.03,9.95,9.9,8.82,7.82,3.12,6.46,8.2,8.76,7.64,Slytherin
['Ambivert'],['Avoidant'],['Realist'],9.44,5.72,5.62,5.82,4.48,7.58,9.21,7.52,5.53,7.09,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.28,5.8,9.47,0.3,1.86,7.58,4.77,5.77,2.02,9.92,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.55,8.65,7.59,8.73,7.62,7.43,7.5,7.81,5.59,4.87,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.26,9.19,5.61,9.53,9.13,3.38,7.59,8.82,9.48,6.48,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.22,5.68,6.86,5.48,4.03,5.6,9.51,8.4,6.87,7.6,Ravenclaw
['Ambivert'],['Avoidant'],['Realist'],1.41,5.96,8.67,3.37,1.19,8.39,4.48,5.42,3.98,9.85,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.69,7.99,7.93,6.3,9.05,8.01,5.71,7.2,4.65,4.8,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.3,9.08,0.81,7.44,8.49,4.06,7.27,9.58,8.1,6.14,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.47,6.36,7.9,5.64,3.13,5.66,9.57,7.54,5.7,7.08,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.68,5.91,8.43,2.87,0.35,8.93,4.45,8.23,3.67,9.31,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.04,7.31,6.75,6.82,9.92,9.35,5.67,6.77,5.67,4.98,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.62,9.43,4.03,8.28,8.21,4.07,7.84,8.35,8.57,7.1,Slytherin
['Introvert'],['Mediator'],['Realist'],8.37,7.74,5.69,4.67,5.79,4.25,8.03,7.48,5.21,7.96,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.64,0.71,9.09,2.94,1.69,6.01,6.67,6.96,2.89,9.59,Hufflepuff
['Ambivert'],['Confrontational'],['Idealist'],6.49,7.1,7.12,7.66,9.52,8.32,6.62,8.8,5.71,4.3,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.51,9.61,9.08,7.0,8.77,4.44,6.29,8.82,8.35,6.25,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.05,4.39,7.15,3.95,3.31,6.89,9.21,8.45,6.06,7.82,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.82,0.97,8.85,3.08,4.15,7.77,5.69,7.93,3.52,9.26,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.26,8.66,6.45,5.4,9.15,8.6,5.87,6.93,4.24,5.07,Gryffindor
['Ambivert'],['Mediator'],['Idealist'],6.59,9.54,1.48,8.6,8.02,3.5,8.32,8.73,8.31,7.05,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.16,7.93,9.75,4.34,3.51,7.39,8.22,7.32,6.11,7.05,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.83,2.15,9.54,4.32,1.16,8.03,6.91,8.59,3.76,9.43,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.14,7.71,9.66,7.05,8.67,7.25,6.44,7.38,5.38,4.3,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.91,9.37,8.08,7.81,10.0,5.92,8.09,9.9,8.62,7.26,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.74,3.37,8.56,5.93,4.75,5.78,8.11,8.25,6.08,7.69,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.95,3.83,9.73,4.84,5.59,6.22,5.11,7.75,3.05,9.27,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.13,8.48,6.93,7.92,8.1,9.46,5.06,8.11,5.99,5.1,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.45,9.49,9.5,7.03,8.76,5.88,6.21,9.53,8.24,6.96,Slytherin
['Introvert'],['Confrontational'],['Realist'],8.75,3.92,9.52,4.37,4.76,7.7,9.93,8.54,5.55,7.49,Ravenclaw
['Ambivert'],['Confrontational'],['Realist'],2.48,4.96,8.47,3.7,3.9,7.39,5.15,8.01,3.49,9.08,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.5,7.84,7.9,9.56,8.75,8.59,7.29,8.01,5.07,4.19,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.84,9.76,1.61,9.96,9.29,3.97,8.11,8.83,8.48,6.62,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.45,6.48,6.66,5.62,5.92,7.83,8.12,7.31,6.93,7.29,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],1.24,0.54,8.14,4.44,2.5,8.63,6.22,5.36,3.18,9.46,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.78,8.79,8.16,5.7,7.25,8.42,6.11,7.29,5.39,5.76,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.55,9.2,4.39,8.32,8.8,5.35,6.22,8.56,8.58,7.89,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.83,7.52,6.86,3.93,4.53,7.77,9.36,7.06,6.41,7.51,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.33,0.53,9.32,4.07,0.72,8.19,6.36,5.28,2.31,9.11,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.54,7.28,9.58,7.99,7.21,9.14,5.72,7.26,4.51,4.1,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.5,10.0,8.24,8.33,9.86,5.97,6.16,9.19,9.63,6.69,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.51,6.01,6.96,3.17,5.21,6.84,9.61,8.05,6.65,7.69,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.91,2.92,9.8,4.49,4.92,6.06,4.04,6.45,2.3,9.92,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.37,8.71,6.02,6.59,8.07,7.31,5.02,6.86,5.4,4.86,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.17,9.49,2.07,8.37,7.6,3.64,7.63,8.47,9.19,7.65,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.89,3.91,5.85,5.92,3.58,4.97,9.9,7.48,6.85,7.73,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.4,6.99,9.78,0.56,2.89,8.32,6.09,7.13,2.78,9.77,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.75,8.37,7.94,5.31,9.67,9.79,6.7,6.88,4.79,5.42,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.87,9.62,9.86,8.03,9.57,3.02,8.68,9.62,8.5,7.98,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.21,3.39,8.26,4.06,5.47,6.76,8.36,7.49,5.97,7.41,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.89,2.8,9.64,1.86,4.83,8.48,4.68,8.38,3.14,9.12,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.73,7.77,8.76,6.59,8.8,9.2,7.81,6.41,4.8,5.06,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.52,9.23,1.24,8.59,9.57,3.21,6.11,9.51,9.53,7.08,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.43,7.46,6.77,5.38,5.8,5.97,8.36,7.63,6.22,7.24,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],5.32,4.82,8.48,0.14,5.51,8.66,5.25,6.24,2.06,9.63,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.14,9.15,8.02,7.58,7.97,7.48,5.74,7.51,4.51,4.8,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.81,9.53,8.78,9.32,9.59,5.18,8.2,9.06,9.25,6.48,Slytherin
['Extrovert'],['Mediator'],['Idealist'],8.85,5.99,6.06,5.26,3.56,5.3,9.86,7.52,6.97,7.93,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.48,2.14,9.14,0.75,3.35,7.79,5.79,5.46,2.89,9.52,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.35,8.43,8.55,6.85,8.3,9.31,5.91,7.46,5.03,5.41,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.44,9.92,4.08,9.77,7.56,4.13,7.45,8.72,8.67,7.45,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.81,4.59,5.57,4.87,5.64,7.36,8.13,8.69,6.34,7.77,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.19,1.9,8.11,0.64,4.28,7.24,4.11,8.97,3.99,9.64,Hufflepuff
['Introvert'],['Confrontational'],['Idealist'],8.39,9.3,6.98,8.86,7.76,7.69,7.62,8.24,4.84,4.52,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.82,9.54,4.71,7.97,7.42,3.25,6.22,9.64,8.8,7.03,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.54,6.56,5.36,4.14,4.72,4.07,8.58,8.37,5.59,7.71,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.84,5.03,9.31,3.29,3.1,6.05,5.35,5.99,3.94,9.65,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.11,9.2,6.4,6.29,8.56,7.67,6.39,7.4,5.65,5.52,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.37,9.69,5.89,7.18,9.4,5.43,6.93,8.77,9.0,7.88,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.32,6.88,6.54,4.94,4.79,5.84,9.41,7.48,5.08,8.0,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],2.03,2.28,9.76,0.73,0.87,8.31,7.0,6.68,3.69,9.82,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.43,7.18,6.25,5.72,7.5,7.84,6.72,8.12,4.21,4.25,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.74,9.01,8.29,7.25,7.3,5.38,7.08,9.24,8.78,6.9,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.22,5.77,5.46,3.02,4.68,7.01,9.21,7.34,5.05,7.63,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.2,2.72,8.24,0.28,5.55,7.74,4.33,6.75,3.36,9.96,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.17,7.31,7.87,8.62,8.23,7.97,7.57,7.42,4.2,5.33,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.41,9.26,1.7,8.73,8.29,3.34,6.32,9.46,8.33,7.98,Slytherin
['Ambivert'],['Avoidant'],['Realist'],8.39,5.68,9.04,3.02,4.3,4.28,9.56,7.43,6.64,7.98,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.6,5.07,8.36,3.84,0.64,7.44,5.82,6.04,3.57,9.08,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.73,7.23,8.08,6.63,8.69,7.13,6.49,6.79,4.45,4.88,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.39,9.66,2.54,7.41,9.93,4.11,6.08,8.52,8.31,6.81,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.34,4.41,5.45,4.21,4.92,5.38,9.92,7.06,5.63,7.96,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.01,1.9,8.89,2.23,2.62,7.78,4.9,6.88,3.87,9.17,Hufflepuff
['Extrovert'],['Confrontational'],['Realist'],6.17,8.39,8.24,8.75,7.71,7.91,6.93,8.84,4.42,4.23,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.32,9.33,4.75,8.57,7.59,3.01,6.2,8.89,9.08,6.09,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.48,4.19,8.32,4.68,4.91,6.12,9.93,8.78,5.63,7.35,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.26,5.74,8.93,1.17,1.48,8.29,6.95,8.5,3.42,9.26,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.58,7.79,9.79,5.66,8.35,9.31,7.41,8.2,5.75,5.92,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.82,9.6,9.18,7.08,7.57,5.7,8.33,8.48,8.42,7.77,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.84,7.06,7.69,3.59,4.01,5.31,9.15,7.92,5.64,7.76,Ravenclaw
['Ambivert'],['Mediator'],['Opportunist'],0.45,5.17,9.23,5.06,4.99,8.25,5.95,5.44,2.21,9.53,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.3,8.24,6.89,9.84,9.84,9.83,6.83,8.5,4.94,5.58,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.88,9.91,5.75,8.3,8.51,5.22,7.74,8.6,8.56,7.94,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.48,3.16,5.32,4.43,3.01,6.39,9.71,7.29,6.81,7.86,Ravenclaw
['Ambivert'],['Confrontational'],['Idealist'],4.31,1.99,8.12,5.34,0.98,8.93,4.5,7.43,3.01,9.93,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.26,8.29,9.1,6.57,7.56,9.53,7.27,7.67,4.21,4.02,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.33,9.28,4.81,9.52,7.88,3.89,7.24,9.2,9.22,6.0,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.98,6.61,6.3,5.94,4.14,6.43,8.88,8.06,5.86,7.42,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.65,5.37,9.49,5.93,5.25,6.22,4.66,7.0,3.57,9.48,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.35,7.85,8.71,6.31,7.41,8.12,6.14,8.15,5.62,4.93,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.5,9.42,3.18,7.36,7.9,4.6,6.87,9.36,8.94,6.36,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.08,6.44,7.41,3.45,4.91,6.13,9.52,8.09,5.4,7.49,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],5.97,5.42,9.4,1.44,1.68,7.03,4.53,5.93,3.29,9.66,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.61,7.87,6.13,6.86,7.18,8.44,6.94,6.72,5.33,4.18,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.99,9.15,7.0,8.56,8.85,5.96,6.88,8.43,9.33,7.36,Slytherin
['Introvert'],['Mediator'],['Realist'],8.14,5.5,7.87,3.34,5.72,5.44,9.15,7.06,5.86,7.44,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.8,2.14,8.62,0.94,1.5,6.47,6.41,5.9,3.51,9.26,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.01,9.77,7.64,5.74,9.91,9.91,7.13,8.1,5.79,5.2,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.54,9.58,2.31,8.87,7.52,5.3,6.3,9.99,9.17,7.32,Slytherin
['Extrovert'],['Avoidant'],['Opportunist'],9.45,5.78,9.46,4.68,5.03,7.21,8.93,8.18,6.48,7.34,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.81,4.2,9.04,2.6,4.03,8.31,4.81,6.81,2.02,9.18,Hufflepuff
['Extrovert'],['Confrontational'],['Opportunist'],6.78,8.66,7.39,5.22,8.79,7.26,6.89,7.49,4.72,5.89,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.68,9.97,7.08,8.14,8.99,3.63,6.01,8.41,9.67,7.11,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.21,4.21,6.99,4.66,5.87,6.59,8.07,8.76,6.43,7.88,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.06,5.48,9.26,4.17,3.91,6.56,4.44,7.93,2.43,9.45,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.68,9.01,7.15,9.42,9.32,8.54,7.67,8.48,4.71,5.78,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.23,9.54,5.35,7.2,7.35,4.21,8.66,8.36,9.14,7.83,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.56,7.37,9.07,5.12,4.46,7.46,8.88,7.72,6.55,7.37,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.72,6.11,9.75,2.01,3.28,7.47,4.37,7.03,3.25,9.79,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.17,7.55,6.11,8.77,8.96,8.81,7.77,7.22,4.68,5.83,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.76,9.53,6.33,8.79,7.8,3.98,6.88,8.51,9.99,6.77,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.55,6.01,9.86,4.66,5.34,6.44,8.84,8.13,6.62,7.53,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.92,0.77,9.78,3.14,5.17,6.25,6.89,6.51,2.73,9.35,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.17,7.04,8.62,9.3,8.03,7.35,5.13,8.9,5.68,5.68,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.39,9.72,8.36,9.85,7.65,5.43,6.49,8.56,8.59,6.72,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.3,6.87,8.5,3.55,4.37,6.95,9.58,8.61,5.15,7.59,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.81,0.17,8.75,3.15,0.4,8.79,4.14,7.65,3.33,9.59,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.77,8.67,6.39,9.6,8.46,7.89,7.52,7.38,5.69,5.71,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.42,9.96,5.75,9.04,9.85,4.61,7.97,8.2,8.96,7.6,Slytherin
['Introvert'],['Avoidant'],['Idealist'],9.15,3.71,7.16,5.35,5.47,5.05,9.14,7.96,6.08,7.97,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.75,5.56,9.73,5.74,0.2,8.87,6.83,5.49,2.91,9.87,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.88,9.56,7.3,5.25,7.27,8.12,7.29,6.69,5.06,4.5,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.41,9.01,3.86,7.7,7.95,4.23,8.54,8.31,8.84,7.75,Slytherin
['Introvert'],['Mediator'],['Realist'],8.71,6.7,9.82,4.55,3.74,6.25,9.97,7.39,5.35,8.0,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.38,3.08,9.07,4.47,2.12,7.19,5.39,8.2,2.41,9.03,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.46,7.25,7.64,6.76,9.97,9.42,6.77,6.71,4.9,4.49,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.57,9.6,6.36,9.82,7.72,3.68,6.69,9.77,9.76,6.14,Slytherin
['Introvert'],['Avoidant'],['Opportunist'],8.28,3.34,8.09,4.72,4.33,5.64,9.66,7.03,6.76,7.99,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.95,6.0,8.24,0.17,0.9,7.24,4.01,5.36,2.97,9.19,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.45,8.91,8.87,6.42,7.61,8.63,6.48,6.91,5.23,4.06,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.09,9.49,7.34,8.45,7.1,4.88,7.18,9.45,8.63,7.69,Slytherin
['Introvert'],['Confrontational'],['Realist'],8.32,5.64,7.11,3.36,5.99,4.53,9.96,8.32,5.76,7.29,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.02,2.94,9.03,4.33,2.32,7.3,4.48,7.02,3.85,9.25,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.06,7.93,6.73,6.65,9.26,8.25,7.18,7.87,4.46,5.61,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.95,9.65,5.16,9.02,9.32,4.45,8.02,9.27,8.45,6.46,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.23,4.46,7.87,5.09,5.41,5.92,9.28,8.55,5.1,7.88,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],1.51,1.04,9.05,0.65,1.09,8.73,4.38,7.04,3.8,9.57,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.06,8.43,6.06,8.72,8.8,9.35,5.79,7.17,5.97,5.62,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.25,9.72,1.34,9.45,7.91,5.42,8.89,8.5,9.57,6.27,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.23,4.87,9.26,5.27,4.37,5.96,9.6,7.33,6.16,7.98,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.8,1.64,9.67,1.02,4.52,6.02,6.78,7.98,3.16,9.08,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.86,8.52,6.73,5.42,8.61,8.01,6.32,8.22,4.57,4.2,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.58,9.82,7.56,7.59,8.29,5.72,6.14,8.46,9.94,6.81,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.39,5.16,8.02,3.96,4.06,4.34,8.32,7.15,6.98,7.24,Ravenclaw
['Introvert'],['Confrontational'],['Idealist'],4.16,3.33,8.33,2.98,0.91,6.1,4.29,8.35,2.71,9.6,Hufflepuff
